Gene1,Gene2,connected_driver_gene,gene_type,confidence
GRAP2,GBLP,,3,0.87
HABP4,GBLP,,3,0.88
SRC,KPCZ,,1,0.86
KPCZ,NCF1,,3,0.83
"CD2A1,CDN2A,ARF",HS90B,,3,0.85
KPCZ,1433B,,3,0.89
SQSTM,KPCZ,,3,0.97
TRAF6,KPCZ,,3,0.83
FADD,KPCZ,,3,0.83
MP2K5,KPCZ,,3,0.88
PDPK1,KPCZ,,3,0.9
PAR6A,KPCZ,,3,0.99
KPCZ,AKT3,AKT3,2,0.89
PAWR,KPCZ,,3,0.89
FEZ1,KPCZ,,3,0.83
ADAP1,KPCZ,,0,0.89
PP2AB,PR14L,,3,0.83
PAR6G,KPCZ,,3,0.95
PAR6B,KPCZ,,3,0.9
P53,S100B,,3,0.89
RAGE,S100B,,3,0.9
CAZA1,S100B,,3,0.89
A4,ACES,,3,0.87
AA2AR,ACTN2,,3,0.85
S10AB,S100B,,3,0.88
IQGA1,S100B,,3,0.88
NDRG1,S100B,,1,0.84
STK38,S100B,,3,0.8
APBB1,LRP1,,3,0.9
HEMH,HEMH,,3,0.96
DLG4,LRP1,,3,0.95
PSB8,PSB8,,3,0.84
DAB1,LRP1,,3,0.94
MAF,MAF,,1,0.96
CBP,MAF,MAF,2,0.8
JIP1,LRP1,,3,0.94
COLQ,CHLE,,3,0.88
DMBT1,SFTPD,,3,0.88
SNX17,LRP1,,3,0.83
KPYM,KPYM,,3,0.88
ODPAT,ODPB,,3,0.88
ODPX,ODPB,,3,0.95
ODPA,ODPB,,3,0.99
TP4A2,PGTB2,,3,0.89
RAD18,UBE2B,,3,0.97
UBR2,UBE2B,,3,0.86
GDIR1,RADI,,3,0.89
JIP2,LRP1,,3,0.85
RAE1,RAB3A,,3,0.9
MSS4,RAB3A,,3,0.9
RPH3L,RAB3A,,3,0.85
SYTL4,RAB3A,,3,0.96
RIMS1,RAB3A,,3,0.88
RIMS2,RAB3A,,3,0.82
RP3A,RAB3A,,3,0.99
1433Z,RAD,,3,0.8
KCC2G,RAD,,3,0.89
SYJ2B,LRP1,,3,0.85
KTN1,RHOG,,1,0.9
DOCK1,RHOG,,3,0.87
IQGA2,RHOG,,3,0.87
ELMO1,RHOG,,3,0.85
PGTA,RAB1A,,3,0.84
GOGA5,RAB1A,,3,0.89
USO1,RAB1A,,3,0.89
GDIB,RAB2A,,3,0.88
RPH3L,RAB3B,,3,0.84
RIMS2,RAB3B,,3,0.8
RP3A,RAB3B,,3,0.95
STX4,RAB4A,,3,0.88
GDIB,RAB4A,,3,0.9
PIN1,RAB4A,,1,0.84
RABE1,RAB4A,,3,0.9
KIF3B,RAB4A,,3,0.85
CD2AP,RAB4A,,3,0.84
RFIP1,RAB4A,,3,0.88
RABX5,RAB4A,,3,0.85
RUFY1,RAB4A,,3,0.95
NR2F6,COT2,,3,0.9
RBNS5,RAB4A,,3,0.9
STX4,RAB5A,,3,0.84
TSC2,RAB5A,,1,0.8
GDIB,RAB5A,,3,0.96
RABE1,RAB5A,,3,0.97
EEA1,RAB5A,,3,0.9
RIN1,RAB5A,,0,0.88
RBNS5,RAB5A,,3,0.89
RAB6A,GDIA,,3,0.93
BICD1,RAB6A,,3,0.95
RB6I2,RAB6A,,3,0.84
RAB6A,DCTN1,DCTN1,2,0.89
KI20A,RAB6A,,3,0.9
BICD2,RAB6A,,3,0.9
EEA1,RAB5B,,3,0.82
GNDS,RAP1A,,3,0.89
RGS14,RAP1A,,3,0.87
PDE6D,RAP1A,,3,0.81
GDS1,RAP1A,,3,0.87
BC11A,COT2,,3,0.85
RGL2,RAP1B,,3,0.88
RASF5,RAP1B,,3,0.85
GNDS,RAP2A,,3,0.9
RASF5,RAP2A,,3,0.87
RPGF6,RAP2A,,3,0.86
RUN3A,RAP2A,,3,0.89
TNIK,RAP2A,,3,0.83
GNDS,RAP2B,,3,0.88
PLD1,RALA,,3,0.86
RBP1,RALA,,3,0.9
EXOC8,RALA,,3,0.86
EXOC2,RALA,,3,0.97
RALA,CALM,,3,0.87
RALA,CALM,,3,0.87
RALA,CALM,,3,0.87
ZFYV9,PP1A,,3,0.87
RBP1,RALB,,3,0.88
RALB,CALM,,3,0.88
RALB,CALM,,3,0.88
RALB,CALM,,3,0.88
PTPRF,PTPRF,,3,0.84
CAV1,PTPRF,,1,0.88
TRIO,PTPRF,,3,0.87
LIPA1,PTPRF,,3,0.9
EFNB2,EPHA3,EPHA3,2,0.86
EFNA5,EPHA3,EPHA3,2,0.9
RAG2,RAG1,,3,0.95
RAD51,RAD51,,1,1.0
SYEP,SYRC,,3,0.89
RFA1,RAD51,RAD51,2,0.96
ABL1,RAD51,,1,0.96
P53,RAD51,RAD51,2,0.9
FACD2,RAD51,RAD51,2,0.87
BRCA2,RAD51,,1,0.97
SUMO1,RAD51,RAD51,2,0.87
DMC1,RAD51,RAD51,2,0.9
R51A1,RAD51,RAD51,2,0.96
RAD54,RAD51,RAD51,2,0.86
RA54B,RAD51,RAD51,2,0.89
BLM,RAD51,,1,0.97
UBC9,RAD51,RAD51,2,0.94
BCCIP,RAD51,RAD51,2,0.81
RK,RECO,,3,0.85
GRK6,RECO,,3,0.84
GRK5,RECO,,3,0.83
CAV1,RECO,,1,0.84
RAN,RCC1,,3,0.97
RAN,RCC1,,3,0.97
RANG,RCC1,,3,0.94
RANG,RCC1,,3,0.94
"IMA3,IMA4",RCC1,,3,0.89
"IMA3,IMA4",RCC1,,3,0.89
XPO1,RCC1,,1,0.94
XPO1,RCC1,,1,0.94
RANB3,RCC1,,3,0.9
RANB3,RCC1,,3,0.9
RFA2,RFA1,,3,0.99
RFA3,RFA1,,3,0.9
AIMP1,SYRC,,3,0.9
P53,RFA1,,3,0.9
XPA,RFA1,,1,0.9
PRKDC,RFA1,,3,0.89
BLM,RFA1,,1,0.9
WRN,RFA1,,1,0.9
RFA4,RFA1,,3,0.9
RFA1,HELB,,3,0.84
RAD52,RFA1,,3,0.97
RFA3,RFA2,,3,0.9
UNG,RFA2,,3,0.9
XPA,RFA2,,1,0.9
PRKDC,RFA2,,3,0.9
CCNO,RFA2,,3,0.89
RAD52,RFA2,,3,0.97
RFA4,RFA3,,3,0.9
LIS1,CLIP1,CLIP1,2,0.9
DCTN1,CLIP1,,1,0.9
CLAP2,CLIP1,CLIP1,2,0.89
RDH1,RLBP1,,3,0.85
RB,RB,,3,0.9
LAP2A,RB,,3,0.83
SP1,RB,,3,0.84
CEBPB,RB,,3,0.96
ELF1,RB,,3,0.8
ABL1,RB,,1,0.9
MYC,RB,,1,0.89
TGM2,RB,,3,0.83
SYQ,SYRC,,3,0.9
SUV91,RB,,3,0.89
TAF1,RB,,3,0.9
ANDR,RB,,3,0.89
AHR,RB,,3,0.96
E2F2,RB,,3,0.9
E2F3,RB,,3,0.89
E2F4,RB,,3,0.9
UBF1,RB,,3,0.89
PRDM2,RB,,1,0.89
HDAC1,RB,,3,0.9
BAG1,RB,,3,0.87
RING1,RB,,3,0.83
PA2G4,RB,,3,0.9
SNPC3,RB,,3,0.86
ARGI1,ARGI2,,3,0.91
CTBP1,RB,,3,0.84
MAT1,RB,,3,0.86
MDM4,RB,,1,0.87
RBBP9,RB,,3,0.94
RBBP7,RB,,3,0.9
RBBP4,RB,,0,0.9
E4F1,RB,,3,0.89
CBX4,RB,,3,0.84
SMCA4,RB,,3,0.89
NMDE2,ACTN2,,3,0.9
PRKRA,RB,,3,0.88
UBP4,RB,,3,0.89
CCNA1,RB,,3,0.9
TRIPB,RB,,3,0.9
ENC1,RB,,3,0.89
P55G,RB,,3,0.88
TRAP1,RB,,3,0.89
FRK,RB,,3,0.89
TRAF1,TNR17,,3,0.83
EID1,RB,,3,0.9
KDM5A,RB,,1,0.9
THOC1,RB,,3,0.88
MO4L1,RB,,3,0.9
TRAF2,TNR17,,3,0.83
AATF,RB,,3,0.9
LIN9,RB,,3,0.88
HDAC1,ARI4A,,3,0.84
TAF1,RBL2,,3,0.84
E2F4,RBL2,,3,0.9
E2F5,RBL2,,3,0.9
HDAC1,RBL2,,3,0.95
RBBP9,RBL2,,3,0.8
TN13B,TNR17,,3,0.9
SP1,RXRA,,3,0.89
TBP,RXRA,,3,0.88
NR1H2,RXRA,,3,0.9
NCOR2,RXRA,,1,0.82
PPARG,RXRA,,1,0.9
PRS8,RXRA,,3,0.81
VDR,RXRA,,1,0.9
NR4A2,RXRA,,3,0.82
NCOA3,RXRA,,1,0.87
NCOA4,RXRA,,1,0.82
NRIP1,RXRA,,3,0.86
NCOA1,RXRA,,1,0.9
BRD8,RXRA,,3,0.87
NR1I2,RXRA,,3,0.81
TIF1A,RXRA,,3,0.93
NR1I3,RXRA,,3,0.87
MED1,RXRA,,3,0.89
PRGC1,RXRA,,3,0.89
NR0B2,RXRA,,3,0.89
GA45G,RXRA,,3,0.88
NCOA6,RXRA,,3,0.9
MED24,RXRA,,3,0.85
THA,RXRA,,3,0.96
IKBB,RXRA,,3,0.88
THB,RXRA,,3,0.99
ADRB1,ARRB1,,3,0.88
NCOA2,RXRA,,1,0.9
EDF1,RXRA,,0,0.87
CENPR,RXRA,,3,0.87
RNF8,RXRA,,3,0.89
NR1H2,RXRB,,3,0.89
NR1I2,RXRB,,3,0.84
KCNA4,ACTN2,,3,0.8
CLH1,ARRB1,,3,0.89
RARB,RXRB,,3,0.85
CSK,ARRB1,,3,0.83
RK,OPSD,,3,0.8
CXCR2,ARRB1,,3,0.83
ARRS,OPSD,,3,0.83
TAL1,RBTN2,,1,0.9
GATA1,RBTN2,,1,0.9
ISL1,RBTN2,,3,0.85
LDB1,RBTN2,,3,0.89
RIR1,RIR2,,3,0.99
P53,RIR2,,3,0.88
RIR2B,RIR1,,3,0.9
STAU1,RS6,,3,0.89
PTHR,ARRB1,,3,0.87
SNIP1,SP100,,3,0.83
LAPM5,TNAP3,,3,0.85
PDCD4,RS13,,3,0.87
ARF6,ARRB1,,3,0.89
LAPM5,NED4L,,3,0.82
STAU1,RLA0,,3,0.89
SUMO2,SAE1,,0,0.86
SUMO2,SAE2,,0,0.81
RLA2,RLA1,,3,0.99
SUMO2,BLM,BLM,0,0.84
ACTN3,ACTN2,,3,0.9
SMAD3,DDX5,,1,0.89
SUMO3,TDG,,3,0.9
DDX17,DDX5,DDX5,2,0.96
DDX5,CALM,,1,0.81
DDX5,CALM,,1,0.81
DDX5,CALM,,1,0.81
GEMI2,RU17,,3,0.89
RU1C,RU17,,3,0.88
CPSF5,RU17,,3,0.88
ZRAB2,RU17,,3,0.87
DDX17,RU17,,3,0.85
SRPK1,RU17,,3,0.9
RYR2,RYR1,,3,0.87
FKB1A,RYR1,,3,0.9
TRDN,RYR1,,3,0.9
HOME1,RYR1,,3,0.89
SORCN,RYR2,,3,0.85
FKB1B,RYR2,,3,0.9
AKAP6,RYR2,,3,0.88
FKB1A,RYR3,,3,0.86
SAHH,SAHH,,3,0.83
NSF,ARRB1,,3,0.84
SECR,SCTR,,3,0.87
ITB2,CYH1,,3,0.89
CYTIP,CYH1,,3,0.89
VEGFA,SPRC,,1,0.8
NEDD8,ULA1,,3,0.89
NEDD8,CUL2,,3,0.96
NEDD8,CUL4B,,3,0.86
DVL2,ARRB1,,3,0.88
NEDD8,P53,,3,0.89
NEDD8,PARP1,PARP1,2,0.8
CYH2,ARRB1,,3,0.88
S1PR1,5HT1D,,3,0.83
DLG4,5HT2A,,3,0.83
STX1A,SC6A4,,3,0.85
SEMG2,SEMG1,,3,0.84
IPO8,SRP19,,3,0.88
CSK 21.00,ARRB2,,3,0.85
SMN,RSMB,,3,0.97
SMN,RSMB,,3,0.97
SMD3,RSMB,,3,0.9
SMD1,RSMB,,3,0.9
DLG1,ACTN2,,3,0.83
ICLN,RSMB,,3,0.89
ANM5,RSMB,,3,0.83
DDX20,RSMB,,3,0.88
GEMI5,RSMB,,3,0.8
GEMI4,RSMB,,3,0.89
CLH1,ARRB2,,3,0.86
MEP50,RSMB,,3,0.88
WBP4,RSMB,,3,0.96
CCL3,CCL3,,3,0.9
CCR5,CCL3,,3,0.87
CCR5,CCL4,,3,0.83
CCR5,CCL4,,3,0.83
CCR5,CCL4,,3,0.83
MDM2,ARRB2,,1,0.9
NHRF1,SL9A3,,3,0.83
CHP1,SL9A3,,0,0.88
CHP2,SL9A3,,0,0.88
MET,DNJA3,,1,0.85
TCTP,AT1A1,,3,0.85
E41L3,1433T,,3,0.9
PLM,AT1B1,,3,0.83
E41L3,ICLN,,3,0.87
SSR5,SSR1,,3,0.85
PTAFR,ARRB2,,3,0.84
SSR5,SSR5,,3,0.9
1433G,SON,,3,0.88
ANXA7,SORCN,,3,0.96
PSN2,SORCN,,3,0.88
GRAN,SORCN,,3,0.9
AP1B1,ARRB2,,3,0.85
RASH,SOS 1,,3,0.97
SH3K1,SOS 1,,3,0.83
NCK1,SOS 1,,0,0.96
CRKL,SOS 1,,3,0.85
ITSN1,SOS 1,,3,0.97
ABI1,SOS 1,,1,0.95
CD2AP,SOS 1,,3,0.8
GRAP,SOS 1,,0,0.84
NCK2,SOS 1,,3,0.84
ARF6,ARRB2,,3,0.85
FRS2,SOS 1,,3,0.92
RIT2,SOS 1,,3,0.8
SOS 1,BIN1,,3,0.85
ADA12,ACTN2,,3,0.88
E41L1,1433T,,3,0.82
MERL,SPTB2,,3,0.9
E41L1,1433Z,,3,0.82
M3K5,ARRB2,,3,0.94
SPTB1,"SPTA2,SPTN1",,3,0.9
FANCC,"SPTA2,SPTN1",,1,0.9
SL9A2,"SPTA2,SPTN1",,3,0.83
E41L1,1433B,,3,0.94
CYH2,ARRB2,,3,0.88
SHAN1,"SPTA2,SPTN1",,3,0.86
FANCA,"SPTA2,SPTN1",,1,0.89
NMDZ1,"SPTA2,SPTN1",,3,0.81
MK10,ARRB2,,3,0.96
SPTB1,SPTA1,,3,0.9
TRIP6,ODFP1,,3,0.87
ACRO,ZP2,,3,0.82
ACRO,ZP3,,3,0.82
TITIN,ANK1,ANK1,2,0.87
OBSCN,ANK1,ANK1,2,0.96
CAV1,NLTP,,1,0.98
SP1,SRBP1,,3,0.88
TYY1,SRBP1,,3,0.85
NR0B1,SRBP1,,3,0.87
UBC9,SRBP1,,3,0.84
TWST2,SRBP1,,3,0.87
CHK1,CUL1,,3,0.84
PITX1,STF1,,3,0.85
NRIP1,STF1,,3,0.89
DLG4,ACTN2,,3,0.88
UFO,GRB2,,3,0.89
SOX9,STF1,,1,0.86
EDF1,STF1,,0,0.85
PNRC2,STF1,,3,0.83
TIMP3,MMP3,,3,0.85
TIMP1,MMP3,,1,0.88
LRP2,CLUS,,3,0.87
CLUS,A4,,3,0.89
STX1A,SYT1,,3,0.93
SNP25,SYT1,,3,0.99
S10AD,SYT1,,3,0.89
STON2,SYT1,,3,0.87
H14,CBX3,,3,0.88
STAU1,RL7A,,3,0.84
H31T,CBX5,,3,0.9
MED30,MED22,,3,0.89
MED9,MED22,,3,0.88
DAG1,GRB2,,3,0.96
MED11,MED22,,3,0.96
H31T,CBX1,,3,0.84
STX1A,VAMP1,,3,0.85
VAPA,VAMP1,,3,0.85
VAPB,VAMP1,,3,0.85
STX1A,VAMP2,,3,0.99
STX4,VAMP2,,3,0.98
SNP25,VAMP2,,3,0.97
SNP23,VAMP2,,3,0.96
VAMP8,VAMP2,,3,0.85
PRAF1,VAMP2,,3,0.87
STX11,VAMP2,,3,0.89
CPLX1,VAMP2,,3,0.96
VAPA,VAMP2,,3,0.88
EGFR,GRB2,,1,0.97
VAPB,VAMP2,,3,0.85
SYPL1,VAMP2,,3,0.84
CCL5,SDC1,,3,0.83
H31T,CBX3,,3,0.88
EPOR,GRB2,,3,0.89
TBA1A,SDC3,,3,0.85
STX1A,STX1A,,3,0.98
SCNNA,STX1A,,3,0.85
SNP25,STX1A,,3,1.0
SCNNB,STX1A,,3,0.84
SCNNG,STX1A,,3,0.89
TNFL6,GRB2,,3,0.9
SC6A9,STX1A,,3,0.8
STXB2,STX1A,,3,0.97
CFTR,STX1A,,3,0.88
SNP23,STX1A,,3,0.96
DISC1,ACTN2,,3,0.9
FGFR3,GRB2,,1,0.86
SNAA,STX1A,,3,1.0
STXB6,STX1A,,3,0.85
SYTL4,STX1A,,3,0.88
STXB5,STX1A,,3,0.92
KCNB1,STX1A,,3,0.81
CPLX1,STX1A,,3,0.97
TXLNA,STX1A,,0,0.89
TXLNB,STX1A,,0,0.87
SNP29,STX1A,,3,0.96
SUMO2,FOS,,0,0.8
VAMP8,STX4,,3,0.96
VAMP3,STX4,,3,0.9
STXB6,STX4,,3,0.85
STXB5,STX4,,3,0.95
STXB3,STX4,,3,0.96
VGFR3,GRB2,,3,0.87
TRAF2,CD27,,3,0.96
TRAF3,CD27,,3,0.83
TRAF5,CD27,,3,0.83
SIVA,CD27,,3,0.95
CD70,CD27,,3,0.84
CSF3R,GRB2,,1,0.89
FAK1,TLN1,,3,0.89
PAXI,TLN1,,3,0.89
RASA1,GRB2,,3,0.84
CD86,CD28,CD28,2,0.85
GRAP2,CD28,CD28,2,0.9
LRC23,CD28,CD28,2,0.86
BCR,1433B,,1,0.84
BCR,1433G,,1,0.84
BCR,1433F,,1,0.84
CD3Z,CD3Z,,3,0.9
JAK3,CD3Z,,1,0.88
SHC1,CD3Z,,3,0.88
SLAP1,CD3Z,,3,0.83
STA5A,CD3Z,,3,0.83
HD,GRB2,,3,0.88
U119A,CD3Z,,3,0.88
TRAT1,CD3Z,,3,0.84
DOCK2,CD3Z,,3,0.84
IL2RB,GRB2,,3,0.85
SCTM1,CD7,,3,0.84
VHL,PRS6A,,1,0.86
PRS8,PRS6A,,3,0.97
PRS6B,PRS6A,,3,0.97
FBXW7,JUN,,1,0.94
IRS1,GRB2,,3,0.97
HOP2,PRS6A,,3,0.82
FBXW7,MYC,,1,0.9
2B11,TCA,,3,0.88
TAL1,RBTN1,,1,0.89
LDB1,RBTN1,,3,0.84
CCR5,CD4,,3,0.89
IL16,CD4,,3,0.87
JAK1,GRB2,,1,0.88
U119A,CD4,,3,0.88
PIP,CD4,,3,0.86
CD82,CD4,,1,0.83
SPG21,CD4,,0,0.86
JAK2,GRB2,,1,0.9
TGFR1,FKB1A,,3,0.97
GLMN,FKB1A,,0,0.9
FKBP4,FKB1A,,3,0.82
E41L2,FKBP2,,3,0.9
BCR,GRB2,,1,0.97
BIG1,FKBP2,,3,0.87
TYY1,FKBP3,,3,0.88
HDAC1,FKBP3,,3,0.84
ITK,ITK,,1,0.85
WASP,ITK,ITK,2,0.86
HNRPK,ITK,ITK,2,0.92
LCP2,ITK,ITK,2,0.97
LAT,ITK,ITK,2,0.87
KHDR1,ITK,ITK,2,0.89
SOCS1,ITK,,1,0.87
ANXA2,GRB2,,3,0.89
MELK,CDC5L,,3,0.83
TBA4A,TCPA,,3,0.91
LOX5,GRB2,,3,0.85
TCPE,TCPA,,3,0.96
TCPH,TCPA,,3,0.9
SH3K1,CD2,,3,0.9
CD2AP,CD2,,3,0.9
CD2B2,CD2,,3,0.99
PPIP1,CD2,,3,0.9
"MAP2,MTAP2",GRB2,,3,0.9
DPP4,CCL5,,3,0.81
CCR1,CCL5,,3,0.87
CCR3,CCL5,,3,0.87
CCR5,CCL5,,3,0.9
CCR4,CCL5,,1,0.86
MYOZ1,ACTN2,,3,0.88
MUC1,GRB2,,1,0.89
CCBP2,CCL5,,3,0.85
HDAC1,TAL1,TAL1,2,0.96
EP300,TAL1,,1,0.9
CHD3,TAL1,TAL1,2,0.86
SIN3A,TAL1,TAL1,2,0.88
ESPB1,TAL1,TAL1,2,0.8
TERT,TERT,,1,0.88
TEP1,TERT,TERT,2,0.85
HNRPC,GRB2,,3,0.9
PINX1,TERT,TERT,2,0.96
TEBP,TERT,TERT,2,0.89
EST1A,TERT,TERT,2,0.88
RPC5,RPC4,,3,0.9
RET,GRB2,,1,0.89
ACV1B,TDGF1,,3,0.85
EF1A1,EF1A1,,3,0.82
M3K5,THIO,,3,0.9
TXNIP,THIO,,3,0.9
CRK,GRB2,,3,0.97
SRC,NEMO,,1,0.86
SNX1,PAR1,,3,0.88
GNA12,PAR1,,3,0.83
GNA13,PAR1,,3,0.88
TGFB1,TSP1,,1,0.8
SRC8,GRB2,,3,0.95
UB2R1,CUL1,,3,0.96
CSF1R,GRB2,,1,0.96
GNAQ,TA2R,,1,0.9
GNA13,TA2R,,3,0.9
PHOCN,STRN,STRN,2,0.9
MET,GRB2,,1,0.9
BAF,LAP2A,,3,0.89
AKP8L,LAP2A,,3,0.89
CBP,PTMA,,3,0.88
ERBB2,GRB2,,1,0.97
NCOR1,PTMA,,1,0.85
HDAC1,PTMA,,3,0.86
EP300,PTMA,,1,0.89
HDAC2,PTMA,,3,0.85
SET,PTMA,,1,0.86
PHB2,PTMA,,3,0.87
KCNA5,ACTN2,,3,0.9
KIT,GRB2,,1,0.9
RAF1,HSP7C,,1,0.85
MMP14,TIMP2,,1,0.96
ADA17,TIMP3,,3,0.87
PRKX,KAP0,,3,0.88
AKAP4,KAP0,,3,0.94
RFC2,KAP0,,3,0.86
KAPCA,KAP0,,3,0.99
AKA10,KAP0,,3,0.87
AKA11,KAP0,,3,0.88
BIG2,KAP0,,3,0.89
AKA7A,KAP0,,3,0.82
P85A,GRB2,,3,0.97
FHL2,TITIN,,3,0.88
MYOM1,TITIN,,3,0.83
MYOM2,TITIN,,3,0.83
TITIN,TELT,,3,0.9
TRI63,TITIN,,3,0.9
OBSCN,TITIN,,3,0.9
ANKR1,TITIN,,3,0.88
PLCG1,GRB2,,1,0.96
SKP2,WEE1,,1,0.81
WEE1,CSK 21.00,,3,0.83
APBB1,TFCP2,,3,0.88
RING2,TFCP2,,3,0.9
E2F1,TFDP1,,1,0.97
P53,TFDP1,,3,0.9
E2F2,TFDP1,,3,0.94
PGFRB,GRB2,,3,0.9
E2F3,TFDP1,,3,0.92
E2F4,TFDP1,,3,0.9
E2F5,TFDP1,,3,0.9
E2F6,TFDP1,,0,0.9
NFYB,NFYA,,3,0.9
SP1,NFYA,,3,0.93
"PRIO,APRIO,PRIO",GRB2,,3,0.92
NFYC,NFYA,,3,0.97
ZHX1,NFYA,,3,0.88
PTN11,GRB2,,3,0.97
TBP,NFYB,,3,0.88
P73,NFYB,,3,0.84
NFYC,NFYB,,3,0.97
CEBPB,SP1,,3,0.84
PTN6,GRB2,,3,0.96
E2F1,SP1,,1,0.96
MYC,SP1,,1,0.89
HCFC1,SP1,,3,0.9
TYY1,SP1,,3,0.89
PTPRA,GRB2,,3,0.97
SRBP2,SP1,,3,0.88
HMGA1,SP1,,1,0.89
HDAC1,SP1,,3,0.9
SMAD2,SP1,,1,0.88
PRS8,SP1,,3,0.89
PTN1,GRB2,,3,0.97
SP3,SP1,,3,0.81
KLF10,SP1,,3,0.87
KLF6,SP1,,1,0.96
KLF4,SP1,,1,0.89
RBBP4,SP1,,0,0.85
HDAC2,SP1,,3,0.88
RARA,SP1,,1,0.89
TAF4,SP1,,3,0.83
CTBP1,ZEB1,ZEB1,2,0.96
T2EB,T2EA,,3,0.99
T2FB,T2EA,,3,0.86
TF2H1,T2EA,,3,0.97
TBP,T2EA,,3,0.89
AES,T2EA,,3,0.85
TCEA1,T2EA,,1,0.87
TF2H4,T2EA,,3,0.88
SOS 1,GRB2,,3,1.0
TF2B,T2EA,,3,0.89
TAF6,T2EA,,3,0.85
T2FA,T2EB,,3,0.85
T2FB,T2EB,,3,0.85
TBP,T2EB,,3,0.86
TF2AA,T2EB,,3,0.85
CD28,GRB2,,1,0.89
TF2B,T2EB,,3,0.88
ITK,GRB2,,1,0.86
CEBPB,CEBPB,,3,0.84
SRF,CEBPB,,3,0.9
HNRPK,CEBPB,,3,0.85
SMAD4,CEBPB,,1,0.89
SMRC1,CEBPB,,3,0.83
TIF1B,CEBPB,,3,0.88
NOLC1,CEBPB,,3,0.86
EP300,CEBPB,,1,0.9
KAP0,GRB2,,3,0.88
SMAD3,CEBPB,,1,0.85
ATF4,CEBPB,,3,0.82
MAGI1,KS6A1,,3,0.83
SRF,TEAD1,,3,0.89
ABL1,GRB2,,1,0.9
YAP1,TEAD1,,3,0.9
VGLL4,TEAD1,,0,0.9
T2FB,T2FA,,3,0.9
MYC,T2FA,,1,0.88
TAF1,T2FA,,3,0.9
ANDR,T2FA,,3,0.88
SRF,T2FA,,3,0.88
SHAN1,KS6A2,,3,0.82
TF2B,T2FA,,3,0.9
HTSF1,T2FB,,3,0.84
ANDR,T2FB,,3,0.85
TBP,T2FB,,3,0.85
PDLI1,ACTN2,,3,0.88
SRC,GRB2,,1,0.85
ATF4,T2FB,,3,0.85
TF2B,T2FB,,3,0.89
RMP,T2FB,,3,0.86
RPAB1,T2FB,,3,0.9
TF2H1,E2F1,E2F1,2,0.88
ERBB3,GRB2,,1,0.89
P53,E2F1,E2F1,2,0.89
PURA,E2F1,E2F1,2,0.86
SKP2,E2F1,,1,0.9
BRD2,E2F1,E2F1,2,0.85
NECD,E2F1,E2F1,2,0.95
TFDP2,E2F1,E2F1,2,0.97
TNR1A,GRB2,,3,0.84
TRRAP,E2F1,,1,0.88
CUL1,E2F1,E2F1,2,0.88
TOPB1,E2F1,E2F1,2,0.9
VGFR2,GRB2,,3,0.86
NPDC1,E2F1,E2F1,2,0.88
CDK7,E2F1,E2F1,2,0.85
GIPC1,DRD3,,0,0.82
P53,TF2H1,,3,0.9
XPC,TF2H1,,1,0.9
NTRK1,GRB2,,1,0.89
ANDR,TF2H1,,3,0.85
CCNH,TF2H1,,3,0.9
CDK7,TF2H1,,3,0.9
REPS2,GRB2,,3,0.89
TF2H1,TF2H2,,3,0.96
ABL1,ABL1,,1,0.87
SRC,ABL1,,1,0.9
P53,ABL1,ABL1,2,0.87
NTRK1,ABL1,,1,0.89
NCK1,ABL1,ABL1,0,0.97
SHIP2,ABL1,ABL1,2,0.84
ABL1,M4K1,,1,0.85
ABL1,P73,,1,0.9
WASP,GRB2,,3,0.96
CRKL,ABL1,ABL1,2,0.9
DOK1,ABL1,ABL1,2,0.97
BCAR1,ABL1,ABL1,2,0.87
WASF1,ABL1,ABL1,2,0.87
SRBS1,ABL1,ABL1,2,0.88
NRAP,"KBTBA,KLH41",,3,0.89
RIN1,ABL1,ABL1,0,0.96
ABL1,PPIP1,,1,0.86
ATM,ABL1,,1,0.9
ABI2,ABL1,ABL1,2,0.9
CASL,ABL1,ABL1,2,0.84
SRBS2,ABL1,ABL1,2,0.9
CABL2,ABL1,ABL1,2,0.81
ABL1,ABI1,,1,0.97
CBP,MYB,MYB,2,0.9
SYN1,GRB2,,3,0.95
SND1,MYB,,1,0.87
EP300,MYB,,1,0.88
HIPK2,MYB,MYB,2,0.94
UBC9,MYB,MYB,2,0.85
NLK,MYB,MYB,0,0.96
PTN12,GRB2,,3,0.9
TFR1,TRFE,,3,0.9
HFE,TFR1,,3,0.9
SRC,RASH,,1,0.87
KSYK,GRB2,,3,0.85
ARAF,RASH,,3,0.99
TIAM1,RASH,,3,0.83
PK3CG,RASH,,3,0.85
GNDS,RASH,,3,0.96
SHOC2,RASH,,3,0.96
PK3CD,RASH,,3,0.91
RASF1,RASH,,3,0.9
RIN1,RASH,,0,0.9
RON,GRB2,,3,0.89
RASF5,RASH,,3,0.97
GPSM2,RASH,,3,0.86
RGDSR,RASH,,3,0.88
GDS1,RASH,,3,0.9
RGL1,RASH,,3,0.99
HDAC6,TBB5,,3,0.85
HDAC6,TBA1B,,3,0.86
RPGF1,GRB2,,3,0.97
PK3CG,RASK,,3,0.88
GNDS,RASK,,3,0.95
SHOC2,RASK,,3,0.92
RASF5,RASK,,3,0.85
GDS1,RASK,,3,0.83
RASK,CALM,,3,0.87
RASK,CALM,,3,0.87
RASK,CALM,,3,0.87
TBA4A,MYC,MYC,2,0.85
SHB,GRB2,,3,0.83
